"","Country","continent","region","ISO3","wbcode","Climate_NominalScore","Climate_AdjustedScore","Hunger_Score","Corruption_Score","Fragile_State","LIFDC","Average_Conflict","GDP","HDI_2014","Corruption_Zscore","Climate_Zscore","Conflict_Zscore","Hunger_Zscore","Climate_Nominal_Zscore","Conflict_Zscore_Reversed","Summary_ZScore","Summary_ZScore_2","Summary_ZScore_3","Summary_ZScore_4","Summary_ZScore_5"
"1","Afghanistan","Asia","Southern Asia","AFG","AFG",33.4016369481,-3.56777640411,35.4,11,1,1,8.91604084825,62.66,0.465,-1.57049122091849,-0.350099424662224,2.21005789484602,1.5111659912492,-1.40041605628445,-2.21005789484602,-1.37688284680891,-1.72698839068298,-1.89027455788225,-1.80523697556523,-1.48545363860147
"2","Aland Islands","Europe","Northern Europe","ALA","ALA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Albania","Europe","Southern Europe","ALB","ALB",56.2466926616,3.06603796275,13.2,36,0,0,2.51305446425,32.77,0.733,-0.326889575394798,0.0999504635146747,-0.67815795830844,-0.380449693411364,0.292128734007118,0.67815795830844,0.150406282142772,0.214465705640253,0.175634191456821,0.485143346157779,-0.0173804206938399
"4","Algeria","Africa","Northern Africa","DZA","DZA",46.218883185,-9.6830945914,8.7,36,0,0,6.30423783375,570.64,0.736,-0.326889575394798,-0.764973600235323,1.03194343084445,-0.763885305166884,-0.450811747316638,-1.03194343084445,-0.707935535491523,-0.603214917851961,-0.679416503119623,-0.741377589080543,-0.388850661355718
"5","American Samoa","Oceania","Polynesia","ASM","ASM",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Andorra","Europe","Southern Europe","AND","ADO",NA,NA,NA,NA,0,0,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Angola","Africa","Middle Africa","AGO","AGO",36.2648274387,-13.2190373179,32.6,15,0,0,4.930370075,185.25,0.532,-1.3715149576347,-1.00485830919116,0.412228441152299,1.27258383282354,-1.18828796129304,-0.412228441152299,-0.929533902659384,-0.990677120026677,-0.891871699393497,-0.800258201222668,-1.27990145946387
"8","Anguilla","Americas","Caribbean","AIA","AIA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Antarctica",NA,NA,"ATA","ATA",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Antigua and Barbuda","Americas","Caribbean","ATG","ATG",51.9226862071,-8.08885554431,NA,NA,0,0,NA,2.1,0.783,NA,-0.656817558297461,NA,NA,-0.0282283134666711,NA,NA,NA,NA,NA,NA
"11","Argentina","Americas","South America","ARG","ARG",53.8627200286,110.618733444,2.5,32,0,0,2.6220919415,964.28,0.836,-0.525865838678588,7.39651860631181,-0.628974069495501,-1.29217437025227,0.115504937996965,0.628974069495501,2.49987561237624,0.0728710562712924,0.0515541154084563,0.372239503746233,-0.205180450340812
"12","Armenia","Asia","Western Asia","ARM","ARM",58.0005809587,7.45632024728,11.2,35,0,0,4.396513881,25.22,0.733,-0.376633641215745,0.397795103408175,0.17142019475833,-0.550865520858262,0.422070833393452,-0.17142019475833,-0.0500862441886334,-0.0419943341935412,-0.274026917987038,0.125325319317561,0.0227185960888532
"13","Aruba","Americas","Caribbean","ABW","ABW",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Australia","Oceania","Australia and New Zealand","AUS","AUS",77.2998413126,10.3134145038,NA,79,0,0,1.8102081925,1136.92,0.935,1.81210525490595,0.591625512212079,-0.995193107636793,NA,1.85191469011782,0.995193107636793,1.13297462491827,1.55307101755352,1.40364918127137,1.42355389887731,1.83200997251189
"15","Austria","Europe","Western Europe","AUT","AUT",76.3798750944,9.24307415404,NA,76,0,0,NA,403.77,0.885,1.6628730574431,0.51901169939164,NA,NA,1.78375622075859,NA,NA,NA,NA,NA,1.72331463910085
"16","Austria-Hungary",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Azerbaijan","Asia","Western Asia","AZE","AZE",52.1708112121,-5.75422504676,10,29,0,0,4.91088521175,174.33,0.751,-0.675098036141431,-0.498432029813931,0.40343934063573,-0.6531150173264,-0.00984522480973937,-0.40343934063573,-0.525656468863697,-0.362794200528967,-0.53926868838858,-0.206642282722735,-0.342471630475585
"18","Baden",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Bahamas","Americas","Caribbean","BHS","BHS",54.3290494287,-6.39502484496,NA,NA,0,0,NA,9.23,0.79,NA,-0.541905039695604,NA,NA,0.15005435676825,NA,NA,NA,NA,NA,NA
"20","Bahrain","Asia","Western Asia","BHR","BHR",55.0851250669,-11.938555304,NA,51,0,0,2.61295125325,64.9,0.824,0.419271411919415,-0.917988108233002,-0.633097189416287,NA,0.206070498665665,0.633097189416287,0.0447934977008998,0.419479700000455,0.526184300667851,0.419583844040976,0.31267095529254
"21","Bangladesh","Asia","Southern Asia","BGD","BGD",39.6901949129,-1.79643702133,27.3,25,0,1,4.6182755865,576.99,0.57,-0.874074299425221,-0.229928577686774,0.27145096712545,0.820981890089263,-0.934509290494464,-0.27145096712545,-0.458484614745815,-0.693344852348378,-0.572762633275335,-0.602980128809957,-0.904291794959842
"22","Barbados","Americas","Caribbean","BRB","BRB",60.2770429327,4.78224917052,NA,NA,0,0,NA,4.66,0.785,NA,0.216381316027423,NA,NA,0.590729378275602,NA,NA,NA,NA,NA,NA
"23","Bavaria",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Belarus","Europe","Eastern Europe","BLR","BLR",64.9326331259,6.65003946964,2.5,32,0,0,4.9470515225,168.25,0.798,-0.525865838678588,0.343095566497886,0.419752995826264,-1.29217437025227,0.935652806174125,-0.419752995826264,-0.200841089335655,-0.0033220094435758,-0.472809417252426,0.25794990517393,0.204893483747768
"25","Belgium","Europe","Western Europe","BEL","BEL",69.4719720884,3.01491977814,NA,77,0,0,NA,494.62,0.89,1.71261712326405,0.0964825140070031,NA,NA,1.27196341135276,NA,NA,NA,NA,NA,1.49229026730841
"26","Belize","Americas","Central America","BLZ","BLZ",46.1701749841,-4.63662930452,NA,NA,0,0,NA,3.07,0.715,NA,-0.422612326245686,NA,NA,-0.454420441150073,NA,NA,NA,NA,NA,NA
"27","Benin","Africa","Western Africa","BEN","BEN",38.0143574049,1.44936492379,21.8,37,0,1,3.75,21.16,0.48,-0.27714550957385,-0.00972754074744101,-0.12020492021218,0.352338364610295,-1.05866876198415,0.12020492021218,-0.0555560433697037,-0.405203117115274,-0.078470294680835,-0.469231920885985,-0.667907135779001
"28","Bermuda","Americas","Northern America","BMU","BMU",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Bhutan","Asia","Southern Asia","BTN","BTN",48.655408779,-1.63726037052,NA,65,0,1,2.25523830625,6.38,0.605,1.11568833341268,-0.219129747641832,-0.794451929602159,NA,-0.270294406835837,0.794451929602159,0.563670171791002,0.546615285393001,0.95507013150742,0.262078761383161,0.422696963288422
"30","Bolivia, Plurinational State of","Americas","South America","BOL","BOL",45.0435242805,-3.6090799194,16.9,34,0,0,1.900676231,73.88,0.662,-0.426377707036693,-0.352901529365431,-0.954385395839621,-0.0651804126346042,-0.537891753401224,0.954385395839621,0.0583687198124991,-0.00329468819943191,0.264003844401464,0.208246821219199,-0.482134730218958
"31","Bonaire, Sint Eustatius and Saba","Americas","Caribbean","BES",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Bosnia and Herzegovina","Europe","Southern Europe","BIH","BIH",54.4080130967,1.83451581198,2.5,38,1,0,2.9037963065,39.46,0.733,-0.227401443752903,0.0164017876563004,-0.501904767126075,-1.29217437025227,0.155904618048932,0.501904767126075,0.0969683703431577,0.143469313807368,0.137251661686586,0.328904692587504,-0.0357484128519856
"33","Botswana","Africa","Southern Africa","BWA","BWA",50.5214829324,-6.59950916083,23.1,63,0,0,1.983228378,37.16,0.698,1.01620020177079,-0.555777623159947,-0.917148330917364,0.463108652450778,-0.132040680242013,0.917148330917364,0.459190303176068,0.600435950815379,0.966674266344075,0.392553825337676,0.442079760764386
"34","Bouvet Island",NA,NA,"BVT","BVT",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Brazil","Americas","South America","BRA","BRA",55.2291669116,-1.73580601611,2.5,38,0,0,4.3336923365,3207.86,0.755,-0.227401443752903,-0.225815261333572,0.143083076753841,-1.29217437025227,0.216742272763677,-0.143083076753841,-0.198766593946772,-0.0512474159143555,-0.185242260253372,0.0368295980049181,-0.00532958549461303
"36","British Indian Ocean Territory",NA,NA,"IOT","IOT",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Brunei Darussalam","Asia","South-Eastern Asia","BRN","BRN",58.1743726082,-13.8398812588,NA,NA,0,0,NA,32.9,0.856,NA,-1.04697747785122,NA,NA,0.434946711423532,NA,NA,NA,NA,NA,NA
"38","Bulgaria","Europe","Eastern Europe","BGR","BGR",62.460467068,4.92080769829,8.5,41,0,0,NA,132.59,0.782,-0.0781692462900603,0.225781375552809,NA,-0.780926887911574,0.752494934531831,NA,NA,NA,NA,NA,0.337162844120885
"39","Burkina Faso","Africa","Western Africa","BFA","BFA",38.1796204946,2.68006329251,31.8,38,0,1,3.77045280175,31.18,0.402,-0.227401443752903,0.0737652482562548,-0.110979208534363,1.20441750184478,-1.0464247480055,0.110979208534363,-0.014218995654095,-0.387615661074679,-0.0582111176092699,-0.467722769735567,-0.6369130958792
"40","Burundi","Africa","Eastern Africa","BDI","BDI",32.1518174311,4.022458891,NA,21,1,1,4.31531143475,7.88,0.4,-1.07305056270901,0.164835778056978,0.134791943734679,NA,-1.49301270121419,-0.134791943734679,-0.347668909462237,-0.900285069219292,-0.603921253221845,-0.813902322474433,-1.2830316319616
"41","Cambodia","Asia","South-Eastern Asia","KHM","KHM",42.3151714252,0.425466306199,22.6,21,0,0,2.5,54.17,0.555,-1.07305056270901,-0.079190662997789,-0.68404647787417,0.420504695589054,-0.740029995882562,0.68404647787417,-0.15606491594421,-0.376344693572468,-0.194502042417421,-0.027991759004196,-0.906540279295786
"42","Cameroon","Africa","Middle Africa","CMR","CMR",40.9044830033,-0.102443609147,24.2,27,0,1,5.31902723225,72.11,0.512,-0.774586167783326,-0.115005020353918,0.587541286704555,0.556837357546572,-0.84454509836929,-0.587541286704555,-0.492377491613933,-0.735557517619057,-0.681063727243941,-0.716043192536923,-0.809565633076308
"43","Canada","Americas","Northern America","CAN","CAN",76.125397149,9.22813617923,NA,83,0,0,1.33476907425,1628.41,0.913,2.01108151818974,0.517998280335718,-1.20965097404281,NA,1.76490245536915,1.20965097404281,1.24624359085609,1.66187831586723,1.61036624611627,1.48727671470598,1.88799198677944
"44","Cabo Verde","Africa","Western Africa","CPV","CPV",49.4658053149,0.970632120028,NA,55,0,0,NA,3.48,0.646,0.618247675203205,-0.0422056344782553,NA,NA,-0.210253737550126,NA,NA,NA,NA,NA,0.203996968826539
"45","Cayman Islands","Americas","Caribbean","CYM","CYM",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Central African Republic","Africa","Middle Africa","CAF","CAF",28.9935966768,3.33478678663,46.9,24,1,1,8.63111155775,3.05,0.35,-0.923818365246168,0.118182866691207,2.08153391486278,2.49105699906886,-1.72699900229037,-2.08153391486278,-0.96238980447258,-1.57745042746644,-1.50267614005447,-1.90426645857657,-1.32540868376827
"47","Chad","Africa","Middle Africa","TCD","TCD",28.9205569241,-9.14300989997,46.4,22,1,1,5.07510974825,32,0.392,-1.02330649688806,-0.728333284190547,0.477516635408913,2.44845304220713,-1.73241037245584,-0.477516635408913,-0.743052138829174,-1.07774450158427,-0.750411566148488,-1.10496350393238,-1.37785843467195
"48","Chile","Americas","South America","CHL","CHL",66.523846522,5.98504933403,2.5,70,0,0,1.84513749725,424.3,0.832,1.36440866251742,0.297981440654223,-0.979437432758161,-1.29217437025227,1.05354264534049,0.979437432758161,0.880609178643267,1.13246291353869,1.17192304763779,1.01649003904933,1.20897565392895
"49","China","Asia","Eastern Asia","CHN","CHN",59.7341245534,4.49459970584,8.6,37,0,0,5.414201146,19509.98,0.727,-0.27714550957385,0.196866659412958,0.630471692926626,-0.772406096539229,0.550505634198903,-0.630471692926626,-0.236916847695839,-0.119037189433858,-0.453808601250238,-0.0399830293638615,0.136680062312526
"50","Christmas Island",NA,NA,"CXR","CXR",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Cocos (Keeling) Islands",NA,NA,"CCK","CCK",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Colombia","Americas","South America","COL","COL",55.6466357464,0.306200042647,8.8,37,0,0,4.7262200135,664.98,0.72,-0.27714550957385,-0.0872819006487847,0.320141810213938,-0.755364513794539,0.247671709325842,-0.320141810213938,-0.228189740145524,-0.116538536820649,-0.298643659893894,-0.0362350504440478,-0.014736900124004
"53","Comoros","Africa","Eastern Africa","COM","COM",38.0559040393,3.60394633018,NA,26,1,1,1.27464431625,1.21,0.503,-0.824330233604273,0.136443133828251,-1.23677164380663,NA,-1.05559065438443,1.23677164380663,0.182961514676869,-0.214383081394024,0.206220705101177,0.0905904947111013,-0.939960443994349
"54","Congo, the Democratic Republic of the","Africa","Middle Africa","COD","ZAR",31.5077192807,3.68126850653,NA,22,1,1,8.16604084825,63.27,0.433,-1.02330649688806,0.141688809226368,1.87175296024882,NA,-1.5407326535123,-1.87175296024882,-0.917790215970172,-1.4785973702164,-1.44752972856844,-1.70624280688056,-1.28201957520018
"55","Congo","Africa","Middle Africa","COG","COG",34.976282436,-13.1418242834,26.6,23,0,0,5.39964431625,28.92,0.591,-0.973562431067116,-0.999620038172282,0.623905496477937,0.761336350482849,-1.28375370052025,-0.623905496477937,-0.865695988572445,-0.960407209355101,-0.798733963772527,-0.953829598499093,-1.12865806579368
"56","Cook Islands","Oceania","Polynesia","COK","COK",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Costa Rica","Americas","Central America","CRI","CRI",56.8254543351,0.431103408788,2.5,55,0,0,2.00611155775,74.09,0.766,0.618247675203205,-0.078808231827798,-0.906826340745765,-1.29217437025227,0.335008036539262,0.906826340745765,0.482088594707057,0.620027350829411,0.762537007974485,0.620917188642513,0.476627855871234
"58","Cote d'Ivoire","Africa","Western Africa","CIV","CIV",40.8452584818,-1.08079525435,26.3,32,1,1,3.94402723225,78.34,0.462,-0.525865838678588,-0.181378154145677,-0.0326844267236329,0.735773976365814,-0.848932925502629,0.0326844267236329,-0.224853188700211,-0.447371445819195,-0.246590705977478,-0.408124249389498,-0.687399382090609
"59","Croatia","Europe","Southern Europe","HRV","HRV",61.9241404933,2.25699478284,2.5,51,0,0,NA,90.33,0.818,0.419271411919415,0.0450635202701167,NA,-1.29217437025227,0.712759564161648,NA,NA,NA,NA,NA,0.566015488040531
"60","Cuba","Americas","Caribbean","CUB","CUB",46.8806091481,-12.7343441126,2.5,47,0,0,2.042072798,NA,0.769,0.220295148635625,-0.971975851108656,-0.890605187371351,-1.29217437025227,-0.401785785397722,0.890605187371351,0.0463081616327731,0.236371516869751,0.555450168003488,0.244409700986815,-0.0907453183810486
"61","Curacao","Americas","Caribbean","CUW","CUW",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Cyprus","Asia","Western Asia","CYP","CYP",65.5034065102,2.10273450353,NA,61,0,0,NA,27.91,0.85,0.91671207012889,0.034598225702873,NA,NA,0.977940272230212,NA,NA,NA,NA,NA,0.947326171179551
"63","Czech Republic","Europe","Eastern Europe","CZE","CZE",70.6646603494,7.58373292294,NA,56,0,0,NA,331.44,0.87,0.667991741024153,0.406439008296374,NA,NA,1.36032731503125,NA,NA,NA,NA,NA,1.0141595280277
"64","Czechoslovakia",NA,NA,"CSK",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Denmark","Europe","Northern Europe","DNK","DNK",80.4504164335,13.5619713576,NA,91,0,0,NA,257.15,0.923,2.40903404475732,0.812013447107069,NA,NA,2.0853345414054,NA,NA,NA,NA,NA,2.24718429308136
"66","Djibouti","Africa","Eastern Africa","DJI","DJI",37.0343986724,-4.67396561292,33.2,34,0,1,3.97706418325,3.09,0.47,-0.426377707036693,-0.425145288504067,-0.0177823419938386,1.32370858105761,-1.13127195753746,0.0177823419938386,-0.277913551182307,-0.513289107526773,-0.204297682521427,-0.556744807771813,-0.778824832287079
"67","Dominica","Americas","Caribbean","DMA","DMA",60.8883934442,7.66440811305,NA,NA,0,0,NA,0.82,0.724,NA,0.41191215817362,NA,NA,0.636023123069139,NA,NA,NA,NA,NA,NA
"68","Dominican Republic","Americas","Caribbean","DOM","DOM",49.9053484256,-5.36712854532,10.8,33,0,0,3.0895505285,147.56,0.715,-0.476121772857641,-0.472170707510877,-0.418116007226259,-0.584948686347641,-0.177688861742701,0.418116007226259,-0.17672549104742,-0.0785648757913611,-0.029002882815691,0.120213572741779,-0.326905317300171
"69","Ecuador","Americas","South America","ECU","ECU",47.8321637206,-5.9552740517,14,32,0,0,2.8522519225,181.81,0.732,-0.525865838678588,-0.512071555611237,-0.525155059736706,-0.312283362432605,-0.331286997626709,0.525155059736706,-0.17092744485104,-0.110665925522864,-0.000355389470941214,0.0969340310549981,-0.428576418152649
"70","Egypt","Africa","Northern Africa","EGY","EGY",49.0839598758,-3.98856900123,13.5,36,0,0,7.355759028,995.97,0.69,-0.326889575394798,-0.378646750650962,1.50625650930886,-0.35488731929433,-0.238543907499828,-1.50625650930886,-0.73726427845154,-0.690563330734495,-0.916573042351829,-0.872400208404344,-0.282716741447313
"71","El Salvador","Americas","Central America","SLV","SLV",48.6471154761,-2.20320069701,11.1,39,0,0,2.50336223925,52.88,0.666,-0.177657377931955,-0.257524156433856,-0.682529861701408,-0.559386312230607,-0.270908841170939,0.682529861701408,0.0824494424451989,0.0779878808661711,0.252436241884726,0.205810510265234,-0.224283109551447
"72","Equatorial Guinea","Africa","Middle Africa","GNQ","GNQ",39.532426143,-23.707519751,NA,NA,0,0,2.66604084825,25.94,0.587,NA,-1.71641580614842,-0.609149893463932,NA,-0.946198065208511,0.609149893463932,NA,NA,NA,-0.16852408587229,NA
"73","Eritrea","Africa","Eastern Africa","ERI","ERI",24.8707182396,-9.80110326525,NA,18,1,1,6.3442933005,7.94,0.391,-1.22228276017185,-0.772979520740939,1.05001138025661,NA,-2.03245487455443,-1.05001138025661,-1.0150912203898,-1.43491633832763,-1.13614707021423,-1.54123312740552,-1.62736881736314
"74","Estonia","Europe","Northern Europe","EST","EST",69.5495884373,7.45862753038,2.5,70,0,0,NA,37.88,0.861,1.36440866251742,0.397951633640063,NA,-1.29217437025227,1.27771385243812,NA,NA,NA,NA,NA,1.32106125747777
"75","Ethiopia","Africa","Eastern Africa","ETH","ETH",38.8612793399,4.41087274757,33.9,33,0,1,6.8102081925,159.22,0.442,-0.476121772857641,0.19118647209945,1.26017312301116,1.38335412066402,-0.995921998446129,-1.26017312301116,-0.515036141256452,-0.910738964771645,-0.868147447934402,-1.12804756072865,-0.736021885651885
"76","Falkland Islands (Malvinas)","Americas","South America","FLK","FLK",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Faroe Islands","Europe","Northern Europe","FRO","FRO",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Fiji","Oceania","Melanesia","FJI","FJI",49.377754442,-1.20776419468,8.7,NA,0,0,2.049500265,7.8,0.727,NA,-0.189991955231658,-0.887254855721141,-0.763885305166884,-0.216777251787803,0.887254855721141,NA,NA,NA,0.335238801966669,NA
"79","Finland","Europe","Northern Europe","FIN","FIN",78.8178120526,12.9167756534,NA,90,0,0,NA,224.71,0.883,2.35928997893637,0.768242211062539,NA,NA,1.96437812640893,NA,NA,NA,NA,NA,2.16183405267265
"80","France","Europe","Western Europe","FRA","FRA",74.5022038494,8.94212838304,NA,70,0,0,NA,2646.95,0.888,1.36440866251742,0.498594997461832,NA,NA,1.6446432886887,NA,NA,NA,NA,NA,1.50452597560306
"81","French Guiana","Americas","South America","GUF","GUF",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","French Polynesia","Oceania","Polynesia","PYF","PYF",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","French Southern Territories",NA,NA,"ATF","ATF",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Gabon","Africa","Middle Africa","GAB","GAB",45.5853220786,-13.1345363987,12.5,34,0,0,2.65125144975,34.41,0.684,-0.426377707036693,-0.999125614977285,-0.61582099545363,-0.440095233017779,-0.497751030959313,0.61582099545363,-0.269894108853449,-0.102769247514125,0.0947216442084687,0.0590349822471588,-0.462064368998003
"85","Gambia","Africa","Western Africa","GMB","GMB",35.929138182,0.744652423199,21.5,28,0,1,2.57510974825,3.27,0.441,-0.724842101962378,-0.0575365032158862,-0.650166479915066,0.32677599049326,-1.21315851138973,0.650166479915066,-0.0440707084210662,-0.429278044479015,-0.0373378110236561,-0.281496015737334,-0.969000306676056
"86","Georgia","Asia","Western Asia","GEO","GEO",59.2566605874,9.31613417146,8.5,52,0,0,3.686561477,35.37,0.754,0.469015477740363,0.523968222268484,-0.148820340711457,-0.780926887911574,0.515131277561738,0.148820340711457,0.380601346906768,0.377655698671186,0.30891790922591,0.331975809136598,0.49207337765105
"87","German Democratic Republic",NA,NA,"DDR",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Federal Republic of Germany",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Germany","Europe","Western Europe","DEU","DEU",78.9234419893,11.8875104131,NA,81,0,0,NA,3842,0.916,1.91159338654784,0.698415007483334,NA,NA,1.97220403855826,NA,NA,NA,NA,NA,1.94189871255305
